Año;Taxonómico;AL3;Zona;Peso vivo (kg);cód. CEIUAPA;Nombre_grupo CEIUAPA;CEIUAPA: Clasificación Estadística Internacional Uniforme de Animales y Plantas Acuáticas
1992;11004001XX;SKA;21;1.473.000;38;Tiburones, rayas y quimeras;
1992;110XXXXXXX;SRX;37;397.483;38;Tiburones, rayas y quimeras;
1992;110XXXXXXX;SRX;99;1.707.917;38;Tiburones, rayas y quimeras;
1992;1210501210;SAA;37;1.643.343;35;Arenques, sardinas y anchoas;
1992;12105012XX;SIX;27;520.000;35;Arenques, sardinas y anchoas;
1992;12105012XX;SIX;99;757;35;Arenques, sardinas y anchoas;
1992;1210506401;PIL;27;46.932.000;35;Arenques, sardinas y anchoas;
1992;1210506401;PIL;37;51.943.111;35;Arenques, sardinas y anchoas;
1992;1210506401;PIL;99;125.680.989;35;Arenques, sardinas y anchoas;
1992;1210506601;SPR;27;10.000;35;Arenques, sardinas y anchoas;
1992;1210506601;SPR;37;680.771;35;Arenques, sardinas y anchoas;
1992;1210506601;SPR;99;23.229;35;Arenques, sardinas y anchoas;
1992;1210600201;ANE;27;13.452.000;35;Arenques, sardinas y anchoas;
1992;1210600201;ANE;37;20.213.019;35;Arenques, sardinas y anchoas;
1992;1210600201;ANE;99;1.171.281;35;Arenques, sardinas y anchoas;
1992;121XXXXXXX020;CLU;27;15.768.000;35;Arenques, sardinas y anchoas;
1992;121XXXXXXX020;CLU;37;443.193;35;Arenques, sardinas y anchoas;
1992;121XXXXXXX020;CLU;99;32.207;35;Arenques, sardinas y anchoas;
1992;1430200201;ELE;27;37.000;22;Anguilas;
1992;1430200201;ELE;37;58.487;22;Anguilas;
1992;1430200201;ELE;99;413;22;Anguilas;
1992;1431300101;COE;27;3.124.000;33;Peces costeros diversos;
1992;1431300101;COE;37;645.663;33;Peces costeros diversos;
1992;1431300101;COE;99;266.437;33;Peces costeros diversos;
1992;1470100101;GAR;27;179.000;34;Peces demersales diversos;
1992;1470100101;GAR;37;349.371;34;Peces demersales diversos;
1992;1470100101;GAR;99;143.329;34;Peces demersales diversos;
1992;1470200201;SAU;27;44.000;34;Peces demersales diversos;
1992;1470200201;SAU;99;700;34;Peces demersales diversos;
1992;1480400202;COD;21;9.965.000;32;Bacalaos, merluzas y eglefinos;
1992;1480400202;COD;27;6.217.000;32;Bacalaos, merluzas y eglefinos;
1992;1480400501;LIN;27;3.187.000;32;Bacalaos, merluzas y eglefinos;
1992;1480400501;LIN;99;1.217;32;Bacalaos, merluzas y eglefinos;
1992;14804005XX;LNZ;37;104.883;32;Bacalaos, merluzas y eglefinos;
1992;14804006XX;FOX;37;1.277.381;32;Bacalaos, merluzas y eglefinos;
1992;14804006XX;FOX;99;580.519;32;Bacalaos, merluzas y eglefinos;
1992;1480401001;HAD;27;89.000;32;Bacalaos, merluzas y eglefinos;
1992;1480401001;HAD;99;300;32;Bacalaos, merluzas y eglefinos;
1992;1480401501;POK;27;6.000;32;Bacalaos, merluzas y eglefinos;
1992;1480401502;POL;27;238.750;32;Bacalaos, merluzas y eglefinos;
1992;1480401502;POL;37;6.912;32;Bacalaos, merluzas y eglefinos;
1992;1480401502;POL;99;1.093.738;32;Bacalaos, merluzas y eglefinos;
1992;1480403203;BIB;27;4.207.000;32;Bacalaos, merluzas y eglefinos;
1992;1480403203;BIB;37;274.960;32;Bacalaos, merluzas y eglefinos;
1992;1480403203;BIB;99;41.940;32;Bacalaos, merluzas y eglefinos;
1992;1480403301;WHB;27;31.965.250;32;Bacalaos, merluzas y eglefinos;
1992;1480403301;WHB;37;4.322.980;32;Bacalaos, merluzas y eglefinos;
1992;1480403301;WHB;99;91.570;32;Bacalaos, merluzas y eglefinos;
1992;1480403401;WHG;27;2.000;32;Bacalaos, merluzas y eglefinos;
1992;1480500401;HKE;27;23.757.000;32;Bacalaos, merluzas y eglefinos;
1992;1480500401;HKE;37;5.985.051;32;Bacalaos, merluzas y eglefinos;
1992;14805004XX;HKX;27;17.025.400;32;Bacalaos, merluzas y eglefinos;
1992;14805004XX;HKX;99;92.485.545;32;Bacalaos, merluzas y eglefinos;
1992;1480600103;RHG;21;3.250.001;32;Bacalaos, merluzas y eglefinos;
1992;1480600401;RNG;21;1.720.999;32;Bacalaos, merluzas y eglefinos;
1992;148XXXXXXX;GAD;27;3.343.600;32;Bacalaos, merluzas y eglefinos;
1992;148XXXXXXX;GAD;99;184.400;32;Bacalaos, merluzas y eglefinos;
1992;1580200105;KCP;99;264.260;33;Peces costeros diversos;
1992;16501XXXXX;MUL;27;56.000;34;Peces demersales diversos;
1992;16501XXXXX;MUL;37;278.569;34;Peces demersales diversos;
1992;16501XXXXX;MUL;99;109.731;34;Peces demersales diversos;
1992;169XXXXXXX002;DPX;27;2.588.000;33;Peces costeros diversos;
1992;169XXXXXXX002;DPX;37;2.358.966;33;Peces costeros diversos;
1992;169XXXXXXX002;DPX;99;2.072.834;33;Peces costeros diversos;
1992;1700204201;GPD;27;180.000;33;Peces costeros diversos;
1992;1700204202;GPW;99;53.361;33;Peces costeros diversos;
1992;17002042XX;GPX;37;18.539;33;Peces costeros diversos;
1992;17002042XX;GPX;99;177.500;33;Peces costeros diversos;
1992;1700205801;WRF;27;10.000;33;Peces costeros diversos;
1992;1700205801;WRF;37;33.016;33;Peces costeros diversos;
1992;1700205801;WRF;99;96.784;33;Peces costeros diversos;
1992;1700634503;BSS;27;362.000;33;Peces costeros diversos;
1992;1700634503;BSS;37;126.163;33;Peces costeros diversos;
1992;1700634503;BSS;99;40.437;33;Peces costeros diversos;
1992;1702021301;BLU;27;386.000;34;Peces demersales diversos;
1992;1702021301;BLU;37;149.956;34;Peces demersales diversos;
1992;1702021301;BLU;99;30.444;34;Peces demersales diversos;
1992;17023004XX;JAX;27;28.075.000;34;Peces demersales diversos;
1992;17023004XX;JAX;37;4.534.663;34;Peces demersales diversos;
1992;17023004XX;JAX;99;1.240.537;34;Peces demersales diversos;
1992;1702307202;LEE;27;593.000;34;Peces demersales diversos;
1992;1702307202;LEE;37;107.746;34;Peces demersales diversos;
1992;1702307202;LEE;99;1.354;34;Peces demersales diversos;
1992;17023XXXXX;CGX;37;632.126;34;Peces demersales diversos;
1992;17023XXXXX;CGX;99;12.579.074;34;Peces demersales diversos;
1992;1702700301;POA;27;3.819.000;34;Peces demersales diversos;
1992;1702700301;POA;37;12.795;34;Peces demersales diversos;
1992;1702700301;POA;99;1.274.405;34;Peces demersales diversos;
1992;17036XXXXX;GRX;37;67.478;33;Peces costeros diversos;
1992;17036XXXXX;GRX;99;833.822;33;Peces costeros diversos;
1992;17037XXXXX;CDX;37;16.705;33;Peces costeros diversos;
1992;17037XXXXX;CDX;99;301.995;33;Peces costeros diversos;
1992;1703900801;SBR;27;733.000;33;Peces costeros diversos;
1992;1703900802;PAC;37;286.822;33;Peces costeros diversos;
1992;17039008XX;PAX;27;87.000;33;Peces costeros diversos;
1992;17039008XX;PAX;37;1.315.052;33;Peces costeros diversos;
1992;17039008XX;PAX;99;1.933.026;33;Peces costeros diversos;
1992;17039060XX;DEX;27;39.750;33;Peces costeros diversos;
1992;17039060XX;DEX;37;59.847;33;Peces costeros diversos;
1992;17039060XX;DEX;99;1.131.103;33;Peces costeros diversos;
1992;17039191XX;SBP;37;161.822;33;Peces costeros diversos;
1992;17039191XX;SBP;99;709.478;33;Peces costeros diversos;
1992;1703923508;SBG;27;304.000;33;Peces costeros diversos;
1992;1703923508;SBG;37;216.709;33;Peces costeros diversos;
1992;1703923508;SBG;99;220.891;33;Peces costeros diversos;
1992;1703926101;BOG;27;464.000;33;Peces costeros diversos;
1992;1703926101;BOG;37;1.806.649;33;Peces costeros diversos;
1992;17039XXXXX;SBX;27;1.864.000;33;Peces costeros diversos;
1992;17041007XX;MUX;37;2.087.425;33;Peces costeros diversos;
1992;17041007XX;MUX;99;848.475;33;Peces costeros diversos;
1992;1750100101;BON;27;39.000;36;Atunes, bonitos y agujas;
1992;1750100101;BON;37;228.000;36;Atunes, bonitos y agujas;
1992;1750100205;MAC;27;5.146.250;37;Peces pelágicos diversos;
1992;17501002XX;MAZ;27;13.242.000;37;Peces pelágicos diversos;
1992;17501002XX;MAZ;37;1.788.890;37;Peces pelágicos diversos;
1992;17501002XX;MAZ;99;1.807.210;37;Peces pelágicos diversos;
1992;17501023XX018;FRZ;27;157.000;36;Atunes, bonitos y agujas;
1992;17501023XX018;FRZ;37;1.210.000;36;Atunes, bonitos y agujas;
1992;17501023XX018;FRZ;99;71.000;36;Atunes, bonitos y agujas;
1992;1750102501;SKJ;99;101.506.100;36;Atunes, bonitos y agujas;
1992;1750102601;BFT;27;2.365.000;36;Atunes, bonitos y agujas;
1992;1750102601;BFT;37;2.165.000;36;Atunes, bonitos y agujas;
1992;1750102601;BFT;99;2.200;36;Atunes, bonitos y agujas;
1992;1750102605;ALB;27;18.163.000;36;Atunes, bonitos y agujas;
1992;1750102605;ALB;37;227.000;36;Atunes, bonitos y agujas;
1992;1750102605;ALB;99;1.699.000;36;Atunes, bonitos y agujas;
1992;1750102610;YFT;99;107.787.000;36;Atunes, bonitos y agujas;
1992;1750102612;BET;99;23.598.000;36;Atunes, bonitos y agujas;
1992;17501XXXXX043;TUN;99;18.916.900;36;Atunes, bonitos y agujas;
1992;1750400301;SWO;27;6.672.000;36;Atunes, bonitos y agujas;
1992;1750400301;SWO;37;822.000;36;Atunes, bonitos y agujas;
1992;1750400301;SWO;99;8.156.400;36;Atunes, bonitos y agujas;
1992;17801001XX;RED;21;948.000;33;Peces costeros diversos;
1992;17801001XX;RED;27;16.000;33;Peces costeros diversos;
1992;17801XXXXX;SCO;27;777.000;33;Peces costeros diversos;
1992;17801XXXXX;SCO;37;157.771;33;Peces costeros diversos;
1992;17801XXXXX;SCO;99;54.029;33;Peces costeros diversos;
1992;1830200405;PLE;27;17.000;31;Platijas, halibuts, lenguados;
1992;1830200501;GHL;21;34.520.000;31;Platijas, halibuts, lenguados;
1992;1830200501;GHL;27;23.000;31;Platijas, halibuts, lenguados;
1992;1830200501;GHL;99;12.299.120;31;Platijas, halibuts, lenguados;
1992;1830201102;WIT;21;677.000;31;Platijas, halibuts, lenguados;
1992;1830201401;PLA;21;808.000;31;Platijas, halibuts, lenguados;
1992;1830202404;YEL;21;122.000;31;Platijas, halibuts, lenguados;
1992;18303007XX;SOO;27;190.000;31;Platijas, halibuts, lenguados;
1992;18303007XX;SOO;37;472.840;31;Platijas, halibuts, lenguados;
1992;18303007XX;SOO;99;1.398.660;31;Platijas, halibuts, lenguados;
1992;1830301701;CET;37;118.059;31;Platijas, halibuts, lenguados;
1992;1830301701;CET;99;1.557.441;31;Platijas, halibuts, lenguados;
1992;18305003XX;LEZ;27;5.842.000;31;Platijas, halibuts, lenguados;
1992;18305003XX;LEZ;37;117.305;31;Platijas, halibuts, lenguados;
1992;18305003XX;LEZ;99;381.395;31;Platijas, halibuts, lenguados;
1992;1830509201;TUR;27;222.000;31;Platijas, halibuts, lenguados;
1992;1830509201;TUR;37;17.120;31;Platijas, halibuts, lenguados;
1992;1830509201;TUR;99;6.880;31;Platijas, halibuts, lenguados;
1992;183XXXXXXX;FLX;27;6.651.000;31;Platijas, halibuts, lenguados;
1992;183XXXXXXX;FLX;37;587.471;31;Platijas, halibuts, lenguados;
1992;183XXXXXXX;FLX;99;14.529;31;Platijas, halibuts, lenguados;
1992;19501001XX;MNZ;27;3.991.000;33;Peces costeros diversos;
1992;19501001XX;MNZ;37;1.539.068;33;Peces costeros diversos;
1992;19501001XX;MNZ;99;7.579.632;33;Peces costeros diversos;
1992;199XXXXXXX007;GRO;27;11.169.000;39;Peces marinos no identificados;
1992;199XXXXXXX007;GRO;37;226.187;39;Peces marinos no identificados;
1992;199XXXXXXX007;GRO;99;14.435.005;39;Peces marinos no identificados;
1992;199XXXXXXX008;PEL;27;14.406.000;39;Peces marinos no identificados;
1992;199XXXXXXX008;PEL;99;11.753.730;39;Peces marinos no identificados;
1992;199XXXXXXX009;FIN;21;2.783.000;39;Peces marinos no identificados;
1992;199XXXXXXX009;FIN;27;11.445.000;39;Peces marinos no identificados;
1992;199XXXXXXX009;FIN;37;10.207.409;39;Peces marinos no identificados;
1992;199XXXXXXX009;FIN;99;6.732.891;39;Peces marinos no identificados;
1992;199XXXXXXX055;CAR;27;8.435.000;38;Tiburones, rayas y quimeras;
1992;199XXXXXXX055;CAR;99;59.400;38;Tiburones, rayas y quimeras;
1992;22801001XX;PEN;27;43.000;45;Gambas, camarones;
1992;22801001XX;PEN;37;2.412.672;45;Gambas, camarones;
1992;22801001XX;PEN;99;21.854.936;45;Gambas, camarones;
1992;2280202101;SSH;37;296.010;45;Gambas, camarones;
1992;2280202101;SSH;99;196.290;45;Gambas, camarones;
1992;2280203101;ARA;37;7.003;45;Gambas, camarones;
1992;2280203101;ARA;99;658.327;45;Gambas, camarones;
1992;22802XXXXX;ARI;99;716.276;45;Gambas, camarones;
1992;22804XXXXX;PDZ;37;369.797;45;Gambas, camarones;
1992;22804XXXXX;PDZ;99;137.203;45;Gambas, camarones;
1992;228XXXXXXX;DCP;27;323.000;45;Gambas, camarones;
1992;228XXXXXXX;DCP;37;1.729.269;45;Gambas, camarones;
1992;228XXXXXXX;DCP;99;2.893.075;45;Gambas, camarones;
1992;2290100804;SLO;37;63.283;43;Bogavantes, langostas;
1992;22901008XX;CRW;27;6.000;43;Bogavantes, langostas;
1992;22901008XX;CRW;99;8.717;43;Bogavantes, langostas;
1992;2294200602;NEP;27;1.611.250;43;Bogavantes, langostas;
1992;2294200602;NEP;37;403.914;43;Bogavantes, langostas;
1992;2294200602;NEP;99;1.365.336;43;Bogavantes, langostas;
1992;2294200718;LBE;27;14.000;43;Bogavantes, langostas;
1992;2294200718;LBE;37;3.423;43;Bogavantes, langostas;
1992;2294200718;LBE;99;5.277;43;Bogavantes, langostas;
1992;2310901006;CRE;27;114.000;42;Cangrejos, centollas;
1992;2310901006;CRE;99;800;42;Cangrejos, centollas;
1992;23111004XX;CRS;27;207.000;42;Cangrejos, centollas;
1992;23111004XX;CRS;37;161.300;42;Cangrejos, centollas;
1992;2312100501;SCR;27;102.000;42;Cangrejos, centollas;
1992;2312100501;SCR;37;1.193;42;Cangrejos, centollas;
1992;2312100501;SCR;99;7.307;42;Cangrejos, centollas;
1992;231XXXXXXX;CRA;27;1.319.250;42;Cangrejos, centollas;
1992;231XXXXXXX;CRA;99;51.050;42;Cangrejos, centollas;
1992;299XXXXXXX013;CRU;27;757.000;47;Crustáceos marinos diversos;
1992;299XXXXXXX013;CRU;37;51.201;47;Crustáceos marinos diversos;
1992;299XXXXXXX013;CRU;99;699;47;Crustáceos marinos diversos;
1992;3070100101;PEE;27;17.000;52;Orejas de mar, bigaros, estrombos;
1992;3070100101;PEE;37;181.800;52;Orejas de mar, bigaros, estrombos;
1992;307XXXXXXX;GAS;37;417.286;52;Orejas de mar, bigaros, estrombos;
1992;307XXXXXXX;GAS;99;2.914;52;Orejas de mar, bigaros, estrombos;
1992;3160700205;OYF;27;399.000;53;Ostras;
1992;3160700205;OYF;37;1.300;53;Ostras;
1992;31607008XX;OYC;27;7.000;53;Ostras;
1992;31607008XX;OYC;37;342;53;Ostras;
1992;31607008XX;OYC;99;358;53;Ostras;
1992;3160800309;SCE;27;313.000;55;Vieiras;
1992;3160800309;SCE;37;19.810;55;Vieiras;
1992;3160800309;SCE;99;290;55;Vieiras;
1992;31608XXXXX;SCX;27;89.000;55;Vieiras;
1992;3161100105;SVE;27;20.000;56;Almejas, berberechos, arcas;
1992;3161100105;SVE;37;1.964.115;56;Almejas, berberechos, arcas;
1992;3161100105;SVE;99;761.985;56;Almejas, berberechos, arcas;
1992;3161100301;CTS;27;334.000;56;Almejas, berberechos, arcas;
1992;3161100301;CTS;37;41.083;56;Almejas, berberechos, arcas;
1992;3161100301;CTS;99;28.817;56;Almejas, berberechos, arcas;
1992;3161102001;CTG;27;448.000;56;Almejas, berberechos, arcas;
1992;3161102001;CTG;37;240.255;56;Almejas, berberechos, arcas;
1992;3161102001;CTG;99;3.945;56;Almejas, berberechos, arcas;
1992;3161600302;RAE;37;1.100;56;Almejas, berberechos, arcas;
1992;31616003XX;RAZ;27;5.000;56;Almejas, berberechos, arcas;
1992;3162300203;COC;27;903.000;56;Almejas, berberechos, arcas;
1992;31623XXXXX;COZ;37;21.700;56;Almejas, berberechos, arcas;
1992;32102XXXXX026;CTL;27;1.637.000;57;Calamares, jibias, pulpos;
1992;32102XXXXX026;CTL;37;1.038.979;57;Calamares, jibias, pulpos;
1992;32102XXXXX026;CTL;99;4.863.493;57;Calamares, jibias, pulpos;
1992;32104001XX;SQC;27;1.647.000;57;Calamares, jibias, pulpos;
1992;32104001XX;SQC;37;1.204.348;57;Calamares, jibias, pulpos;
1992;32104001XX;SQC;99;96.198.528;57;Calamares, jibias, pulpos;
1992;3210501001;SQI;27;3.172.000;57;Calamares, jibias, pulpos;
1992;3210501001;SQI;37;55.321;57;Calamares, jibias, pulpos;
1992;3210501001;SQI;99;63.279;57;Calamares, jibias, pulpos;
1992;3210501003;SQA;99;18.751.322;57;Calamares, jibias, pulpos;
1992;32109XXXXX;OCT;27;8.670.000;57;Calamares, jibias, pulpos;
1992;32109XXXXX;OCT;37;7.294.222;57;Calamares, jibias, pulpos;
1992;32109XXXXX;OCT;99;28.449.478;57;Calamares, jibias, pulpos;
1992;399XXXXXXX015;CLX;27;1.467.000;56;Almejas, berberechos, arcas;
1992;399XXXXXXX015;CLX;99;641.900;56;Almejas, berberechos, arcas;
1992;399XXXXXXX016;MOL;27;271.000;58;Moluscos marinos diversos;
1992;399XXXXXXX016;MOL;37;320.600;58;Moluscos marinos diversos;
1992;399XXXXXXX016;MOL;99;18.192.148;58;Moluscos marinos diversos;
1993;11004001XX;SKA;21;2.126.001;38;Tiburones, rayas y quimeras;
1993;110XXXXXXX;SRX;37;290.158;38;Tiburones, rayas y quimeras;
1993;110XXXXXXX;SRX;99;1.492.051;38;Tiburones, rayas y quimeras;
1993;1210501210;SAA;37;2.140.528;35;Arenques, sardinas y anchoas;
1993;12105012XX;SIX;27;6.000;35;Arenques, sardinas y anchoas;
1993;12105012XX;SIX;99;5.226;35;Arenques, sardinas y anchoas;
1993;1210506401;PIL;27;53.662.000;35;Arenques, sardinas y anchoas;
1993;1210506401;PIL;37;52.322.903;35;Arenques, sardinas y anchoas;
1993;1210506401;PIL;99;146.061.561;35;Arenques, sardinas y anchoas;
1993;1210506601;SPR;27;877.000;35;Arenques, sardinas y anchoas;
1993;1210506601;SPR;37;716.901;35;Arenques, sardinas y anchoas;
1993;1210600201;ANE;27;10.229.000;35;Arenques, sardinas y anchoas;
1993;1210600201;ANE;37;17.962.969;35;Arenques, sardinas y anchoas;
1993;1210600201;ANE;99;1.735.150;35;Arenques, sardinas y anchoas;
1993;121XXXXXXX020;CLU;27;9.839.000;35;Arenques, sardinas y anchoas;
1993;121XXXXXXX020;CLU;37;256.777;35;Arenques, sardinas y anchoas;
1993;121XXXXXXX020;CLU;99;502.390;35;Arenques, sardinas y anchoas;
1993;1430200201;ELE;27;22.000;22;Anguilas;
1993;1430200201;ELE;37;65.995;22;Anguilas;
1993;1431300101;COE;27;3.341.000;33;Peces costeros diversos;
1993;1431300101;COE;37;575.316;33;Peces costeros diversos;
1993;1431300101;COE;99;246.626;33;Peces costeros diversos;
1993;1470100101;GAR;27;72.000;34;Peces demersales diversos;
1993;1470100101;GAR;37;101.006;34;Peces demersales diversos;
1993;1470100101;GAR;99;155.741;34;Peces demersales diversos;
1993;1470200201;SAU;27;1.250;34;Peces demersales diversos;
1993;1470200201;SAU;37;3.598;34;Peces demersales diversos;
1993;1470200201;SAU;99;932;34;Peces demersales diversos;
1993;1480400202;COD;21;6.055.000;32;Bacalaos, merluzas y eglefinos;
1993;1480400202;COD;27;8.800.000;32;Bacalaos, merluzas y eglefinos;
1993;1480400501;LIN;27;3.233.000;32;Bacalaos, merluzas y eglefinos;
1993;1480400501;LIN;99;1.181;32;Bacalaos, merluzas y eglefinos;
1993;14804005XX;LNZ;37;42.224;32;Bacalaos, merluzas y eglefinos;
1993;14804006XX;FOX;37;1.383.808;32;Bacalaos, merluzas y eglefinos;
1993;14804006XX;FOX;99;844.218;32;Bacalaos, merluzas y eglefinos;
1993;1480401001;HAD;27;76.000;32;Bacalaos, merluzas y eglefinos;
1993;1480401001;HAD;99;84.509;32;Bacalaos, merluzas y eglefinos;
1993;1480401502;POL;27;189.250;32;Bacalaos, merluzas y eglefinos;
1993;1480401502;POL;37;802;32;Bacalaos, merluzas y eglefinos;
1993;1480401502;POL;99;1.041.218;32;Bacalaos, merluzas y eglefinos;
1993;1480403203;BIB;27;3.714.000;32;Bacalaos, merluzas y eglefinos;
1993;1480403203;BIB;37;289.138;32;Bacalaos, merluzas y eglefinos;
1993;1480403203;BIB;99;56.763;32;Bacalaos, merluzas y eglefinos;
1993;1480403301;WHB;27;34.256.000;32;Bacalaos, merluzas y eglefinos;
1993;1480403301;WHB;37;4.721.721;32;Bacalaos, merluzas y eglefinos;
1993;1480403301;WHB;99;2.069.853;32;Bacalaos, merluzas y eglefinos;
1993;1480403401;WHG;27;87.700;32;Bacalaos, merluzas y eglefinos;
1993;1480500401;HKE;27;21.015.000;32;Bacalaos, merluzas y eglefinos;
1993;1480500401;HKE;37;6.301.446;32;Bacalaos, merluzas y eglefinos;
1993;1480500401;HKE;99;2.960.100;32;Bacalaos, merluzas y eglefinos;
1993;14805004XX;HKX;27;17.805.000;32;Bacalaos, merluzas y eglefinos;
1993;14805004XX;HKX;99;110.716.567;32;Bacalaos, merluzas y eglefinos;
1993;1480600103;RHG;21;1.234.999;32;Bacalaos, merluzas y eglefinos;
1993;1480600401;RNG;21;818.999;32;Bacalaos, merluzas y eglefinos;
1993;148XXXXXXX;GAD;27;3.241.000;32;Bacalaos, merluzas y eglefinos;
1993;148XXXXXXX;GAD;37;830.943;32;Bacalaos, merluzas y eglefinos;
1993;148XXXXXXX;GAD;99;16.694.217;32;Bacalaos, merluzas y eglefinos;
1993;1580200105;KCP;99;241.820;33;Peces costeros diversos;
1993;16501XXXXX;MUL;27;188.000;34;Peces demersales diversos;
1993;16501XXXXX;MUL;37;206.965;34;Peces demersales diversos;
1993;16501XXXXX;MUL;99;26.677;34;Peces demersales diversos;
1993;169XXXXXXX002;DPX;27;2.642.000;33;Peces costeros diversos;
1993;169XXXXXXX002;DPX;37;2.071.401;33;Peces costeros diversos;
1993;169XXXXXXX002;DPX;99;4.161.181;33;Peces costeros diversos;
1993;1700204201;GPD;27;229.000;33;Peces costeros diversos;
1993;1700204202;GPW;99;54.653;33;Peces costeros diversos;
1993;17002042XX;GPX;37;22.243;33;Peces costeros diversos;
1993;17002042XX;GPX;99;206.185;33;Peces costeros diversos;
1993;1700205801;WRF;27;21.000;33;Peces costeros diversos;
1993;1700205801;WRF;37;22.291;33;Peces costeros diversos;
1993;1700205801;WRF;99;88.392;33;Peces costeros diversos;
1993;1700634503;BSS;27;365.000;33;Peces costeros diversos;
1993;1700634503;BSS;37;110.667;33;Peces costeros diversos;
1993;1702021301;BLU;27;601.000;34;Peces demersales diversos;
1993;1702021301;BLU;37;172.416;34;Peces demersales diversos;
1993;1702021301;BLU;99;226.379;34;Peces demersales diversos;
1993;17023004XX;JAX;27;29.828.000;34;Peces demersales diversos;
1993;17023004XX;JAX;37;7.376.064;34;Peces demersales diversos;
1993;17023004XX;JAX;99;2.077.256;34;Peces demersales diversos;
1993;1702307202;LEE;27;2.000;34;Peces demersales diversos;
1993;1702307202;LEE;37;11.486;34;Peces demersales diversos;
1993;1702307202;LEE;99;6.923;34;Peces demersales diversos;
1993;17023XXXXX;CGX;37;713.122;34;Peces demersales diversos;
1993;17023XXXXX;CGX;99;14.412.052;34;Peces demersales diversos;
1993;1702700301;POA;27;5.191.000;34;Peces demersales diversos;
1993;1702700301;POA;37;47.587;34;Peces demersales diversos;
1993;1702700301;POA;99;1.667.734;34;Peces demersales diversos;
1993;17036XXXXX;GRX;27;351.000;33;Peces costeros diversos;
1993;17036XXXXX;GRX;37;72.213;33;Peces costeros diversos;
1993;17036XXXXX;GRX;99;407.588;33;Peces costeros diversos;
1993;17037XXXXX;CDX;37;11.196;33;Peces costeros diversos;
1993;17037XXXXX;CDX;99;205.301;33;Peces costeros diversos;
1993;1703900801;SBR;27;1.567.000;33;Peces costeros diversos;
1993;1703900802;PAC;37;352.300;33;Peces costeros diversos;
1993;17039008XX;PAX;27;770.000;33;Peces costeros diversos;
1993;17039008XX;PAX;37;1.598.451;33;Peces costeros diversos;
1993;17039008XX;PAX;99;1.466.232;33;Peces costeros diversos;
1993;17039060XX;DEX;27;60.000;33;Peces costeros diversos;
1993;17039060XX;DEX;37;38.645;33;Peces costeros diversos;
1993;17039060XX;DEX;99;3.460.206;33;Peces costeros diversos;
1993;1703923508;SBG;27;273.000;33;Peces costeros diversos;
1993;1703923508;SBG;37;261.400;33;Peces costeros diversos;
1993;1703923508;SBG;99;218.789;33;Peces costeros diversos;
1993;1703926101;BOG;27;521.000;33;Peces costeros diversos;
1993;1703926101;BOG;37;1.615.592;33;Peces costeros diversos;
1993;1703926101;BOG;99;13.165;33;Peces costeros diversos;
1993;17039XXXXX;SBX;27;403.000;33;Peces costeros diversos;
1993;17039XXXXX;SBX;37;116.689;33;Peces costeros diversos;
1993;17039XXXXX;SBX;99;314.525;33;Peces costeros diversos;
1993;17041007XX;MUX;37;2.917.376;33;Peces costeros diversos;
1993;17041007XX;MUX;99;866.204;33;Peces costeros diversos;
1993;1710200101;CAA;27;134.000;33;Peces costeros diversos;
1993;1750100101;BON;27;5.000;36;Atunes, bonitos y agujas;
1993;1750100101;BON;37;200.000;36;Atunes, bonitos y agujas;
1993;1750100205;MAC;27;10.452.500;37;Peces pelágicos diversos;
1993;1750100205;MAC;99;428.800;37;Peces pelágicos diversos;
1993;17501002XX;MAZ;27;11.613.000;37;Peces pelágicos diversos;
1993;17501002XX;MAZ;37;4.161.559;37;Peces pelágicos diversos;
1993;17501002XX;MAZ;99;15.065.290;37;Peces pelágicos diversos;
1993;17501023XX018;FRZ;27;285.000;36;Atunes, bonitos y agujas;
1993;17501023XX018;FRZ;37;1.293.965;36;Atunes, bonitos y agujas;
1993;17501023XX018;FRZ;99;434.093;36;Atunes, bonitos y agujas;
1993;1750102501;SKJ;99;113.457.000;36;Atunes, bonitos y agujas;
1993;1750102601;BFT;27;5.078.000;36;Atunes, bonitos y agujas;
1993;1750102601;BFT;37;2.018.000;36;Atunes, bonitos y agujas;
1993;1750102605;ALB;27;18.371.000;36;Atunes, bonitos y agujas;
1993;1750102605;ALB;37;290.000;36;Atunes, bonitos y agujas;
1993;1750102605;ALB;99;849.000;36;Atunes, bonitos y agujas;
1993;1750102610;YFT;99;116.625.000;36;Atunes, bonitos y agujas;
1993;1750102612;BET;99;27.446.000;36;Atunes, bonitos y agujas;
1993;17501XXXXX043;TUN;99;1.950.000;36;Atunes, bonitos y agujas;
1993;1750400301;SWO;27;6.598.000;36;Atunes, bonitos y agujas;
1993;1750400301;SWO;37;1.358.000;36;Atunes, bonitos y agujas;
1993;1750400301;SWO;99;8.077.840;36;Atunes, bonitos y agujas;
1993;17801001XX;RED;21;135.999;33;Peces costeros diversos;
1993;17801001XX;RED;27;65.000;33;Peces costeros diversos;
1993;17801XXXXX;SCO;27;717.000;33;Peces costeros diversos;
1993;17801XXXXX;SCO;37;214.443;33;Peces costeros diversos;
1993;17801XXXXX;SCO;99;66.744;33;Peces costeros diversos;
1993;1830200201;HAL;99;24.705;31;Platijas, halibuts, lenguados;
1993;1830200405;PLE;27;2.250;31;Platijas, halibuts, lenguados;
